CBSA,MDIV,STCOU,NAME,LSAD,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,NPOPCHG2020,NPOPCHG2021,BIRTHS2020,BIRTHS2021,DEATHS2020,DEATHS2021,NATURALCHG2020,NATURALCHG2021,INTERNATIONALMIG2020,INTERNATIONALMIG2021,DOMESTICMIG2020,DOMESTICMIG2021,NETMIG2020,NETMIG2021,RESIDUAL2020,RESIDUAL2021
10180,,,"Abilene, TX",Metropolitan Statistical Area,176579,176809,177314,230,505,569,2108,510,2133,59,-25,5,73,162,436,167,509,4,21
10420,,,"Akron, OH",Metropolitan Statistical Area,702219,701305,700015,-914,-1290,1676,6883,2232,8723,-556,-1840,31,526,-365,-98,-334,428,-24,122
10500,,,"Albany, GA",Metropolitan Statistical Area,148922,148417,147773,-505,-644,424,1758,539,1835,-115,-77,0,24,-391,-608,-391,-584,1,17
10540,,,"Albany-Lebanon, OR",Metropolitan Statistical Area,128610,128936,129839,326,903,380,1430,401,1640,-21,-210,-1,7,352,1099,351,1106,-4,7
10580,,,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area,899262,898561,899286,-701,725,2110,8239,2282,9721,-172,-1482,8,504,-510,1572,-502,2076,-27,131
10740,,,"Albuquerque, NM",Metropolitan Statistical Area,916528,917179,918259,651,1080,2254,8857,2377,9860,-123,-1003,56,713,736,1283,792,1996,-18,87
10780,,,"Alexandria, LA",Metropolitan Statistical Area,152192,151736,150890,-456,-846,423,1820,486,2021,-63,-201,0,41,-395,-706,-395,-665,2,20
10900,,,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area,861889,861705,865310,-184,3605,2052,8206,2367,9672,-315,-1466,43,782,123,4195,166,4977,-35,94
11020,,,"Altoona, PA",Metropolitan Statistical Area,122822,122518,121767,-304,-751,280,1167,477,1868,-197,-701,0,6,-98,-78,-98,-72,-9,22
11100,,,"Amarillo, TX",Metropolitan Statistical Area,268691,268820,269703,129,883,823,3131,753,2985,70,146,-1,139,53,630,52,769,7,-32
11180,,,"Ames, IA",Metropolitan Statistical Area,125252,125306,126195,54,889,271,1013,219,972,52,41,13,258,-12,569,1,827,1,21
11260,,,"Anchorage, AK",Metropolitan Statistical Area,398328,398097,398807,-231,710,1296,5048,770,2997,526,2051,15,331,-796,-1631,-781,-1300,24,-41
11460,,,"Ann Arbor, MI",Metropolitan Statistical Area,372258,371656,369390,-602,-2266,895,3367,745,3020,150,347,15,375,-779,-3019,-764,-2644,12,31
11500,,,"Anniston-Oxford, AL",Metropolitan Statistical Area,116441,116266,115972,-175,-294,311,1320,409,1712,-98,-392,1,4,-74,70,-73,74,-4,24
11540,,,"Appleton, WI",Metropolitan Statistical Area,243147,243308,244084,161,776,685,2532,536,2207,149,325,0,51,10,354,10,405,2,46
11700,,,"Asheville, NC",Metropolitan Statistical Area,469015,469454,472341,439,2887,964,3987,1579,6289,-615,-2302,1,134,1090,5060,1091,5194,-37,-5
12020,,,"Athens-Clarke County, GA",Metropolitan Statistical Area,215415,215638,217759,223,2121,546,2063,417,1802,129,261,5,134,84,1730,89,1864,5,-4
12060,,,"Atlanta-Sandy Springs-Alpharetta, GA",Metropolitan Statistical Area,6089815,6101146,6144050,11331,42904,16645,68252,11892,50454,4753,17798,391,5691,5888,19358,6279,25049,299,57
12100,,,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area,274534,274191,274966,-343,775,648,2740,790,3193,-142,-453,1,179,-191,1005,-190,1184,-11,44
12220,,,"Auburn-Opelika, AL",Metropolitan Statistical Area,174241,174601,177218,360,2617,432,1813,368,1483,64,330,5,123,283,2154,288,2277,8,10
12260,,,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area,611000,611720,615933,720,4213,1643,6953,1685,7081,-42,-128,12,106,752,4226,764,4332,-2,9
12420,,,"Austin-Round Rock-Georgetown, TX",Metropolitan Statistical Area,2283371,2299125,2352426,15754,53301,6209,25626,3243,14481,2966,11145,171,2277,12372,40264,12543,42541,245,-385
12540,,,"Bakersfield, CA",Metropolitan Statistical Area,909235,909997,917673,762,7676,3014,12371,2014,7682,1000,4689,-46,-184,-253,2989,-299,2805,61,182
12580,,,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area,2844510,2841691,2838327,-2819,-3364,7799,30824,7783,30933,16,-109,94,1996,-2927,-5561,-2833,-3565,-2,310
12620,,,"Bangor, ME",Metropolitan Statistical Area,152199,152007,152765,-192,758,318,1164,526,2029,-208,-865,3,72,21,1549,24,1621,-8,2
12700,,,"Barnstable Town, MA",Metropolitan Statistical Area,228996,228969,232411,-27,3442,362,1419,767,3360,-405,-1941,3,152,421,5296,424,5448,-46,-65
12940,,,"Baton Rouge, LA",Metropolitan Statistical Area,870569,870178,871905,-391,1727,2432,10236,2203,8970,229,1266,29,616,-666,-181,-637,435,17,26
12980,,,"Battle Creek, MI",Metropolitan Statistical Area,134310,134113,133819,-197,-294,326,1419,434,1769,-108,-350,0,43,-85,-11,-85,32,-4,24
13020,,,"Bay City, MI",Metropolitan Statistical Area,103856,103594,102985,-262,-609,230,875,418,1521,-188,-646,0,-1,-66,20,-66,19,-8,18
13140,,,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area,397565,396958,395419,-607,-1539,1118,4849,1235,4716,-117,133,2,158,-500,-1848,-498,-1690,8,18
13220,,,"Beckley, WV",Metropolitan Statistical Area,115079,114707,113698,-372,-1009,291,1120,512,2061,-221,-941,1,18,-143,-103,-142,-85,-9,17
13380,,,"Bellingham, WA",Metropolitan Statistical Area,226847,227304,228831,457,1527,511,1934,501,2098,10,-164,11,156,441,1512,452,1668,-5,23
13460,,,"Bend, OR",Metropolitan Statistical Area,198253,199355,204801,1102,5446,483,1789,426,1913,57,-124,-1,-25,1050,5663,1049,5638,-4,-68
13740,,,"Billings, MT",Metropolitan Statistical Area,184167,184567,187037,400,2470,490,1885,526,2072,-36,-187,4,105,436,2562,440,2667,-4,-10
13780,,,"Binghamton, NY",Metropolitan Statistical Area,247138,246554,245220,-584,-1334,592,2348,816,3031,-224,-683,1,116,-349,-811,-348,-695,-12,44
13820,,,"Birmingham-Hoover, AL",Metropolitan Statistical Area,1115289,1114710,1114262,-579,-448,2934,12663,3449,13439,-515,-776,-7,282,-51,-2,-58,280,-6,48
13900,,,"Bismarck, ND",Metropolitan Statistical Area,133626,133666,134417,40,751,415,1540,380,1352,35,188,2,40,5,499,7,539,-2,24
13980,,,"Blacksburg-Christiansburg, VA",Metropolitan Statistical Area,166378,166111,165293,-267,-818,331,1242,470,1720,-139,-478,11,150,-140,-494,-129,-344,1,4
14010,,,"Bloomington, IL",Metropolitan Statistical Area,170954,170870,170889,-84,19,466,1663,373,1474,93,189,14,172,-198,-381,-184,-209,7,39
14020,,,"Bloomington, IN",Metropolitan Statistical Area,161039,160815,161321,-224,506,309,1251,351,1488,-42,-237,16,315,-202,393,-186,708,4,35
14100,,,"Bloomsburg-Berwick, PA",Metropolitan Statistical Area,82863,82782,82959,-81,177,196,775,264,1105,-68,-330,0,9,-8,493,-8,502,-5,5
14260,,,"Boise City, ID",Metropolitan Statistical Area,764718,769581,795268,4863,25687,2128,8299,1663,6602,465,1697,-8,51,4367,24210,4359,24261,39,-271
14460,,,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area,4941632,4936511,4899932,-5121,-36579,12225,47684,11417,46648,808,1036,811,10505,-6737,-48040,-5926,-37535,-3,-80
14500,,,"Boulder, CO",Metropolitan Statistical Area,330758,330811,329543,53,-1268,605,2415,550,2319,55,96,8,191,-11,-1604,-3,-1413,1,49
14540,,,"Bowling Green, KY",Metropolitan Statistical Area,179639,179978,182594,339,2616,504,2194,478,1951,26,243,1,137,308,2235,309,2372,4,1
14740,,,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area,275611,275660,274314,49,-1346,723,2755,662,2832,61,-77,-4,42,3,-1331,-1,-1289,-11,20
14860,,,"Bridgeport-Stamford-Norwalk, CT",Metropolitan Statistical Area,957419,955895,959768,-1524,3873,2291,9146,2129,8696,162,450,191,1810,-1889,1454,-1698,3264,12,159
15180,,,"Brownsville-Harlingen, TX",Metropolitan Statistical Area,421017,421191,423029,174,1838,1401,5859,804,3462,597,2397,-3,-18,-436,-640,-439,-658,16,99
15260,,,"Brunswick, GA",Metropolitan Statistical Area,113495,113492,113963,-3,471,248,1140,366,1603,-118,-463,0,23,122,900,122,923,-7,11
15380,,,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area,1166902,1165506,1162336,-1396,-3170,2967,11201,3640,14355,-673,-3154,45,668,-724,-924,-679,-256,-44,240
15500,,,"Burlington, NC",Metropolitan Statistical Area,171415,171842,173877,427,2035,474,1795,569,2076,-95,-281,2,3,520,2319,522,2322,0,-6
15540,,,"Burlington-South Burlington, VT",Metropolitan Statistical Area,225562,225563,226611,1,1048,526,1875,533,1913,-7,-38,7,207,3,841,10,1048,-2,38
15680,,,"California-Lexington Park, MD",Metropolitan Statistical Area,113777,113953,114468,176,515,330,1337,270,1067,60,270,-2,33,114,185,112,218,4,27
15940,,,"Canton-Massillon, OH",Metropolitan Statistical Area,401574,401046,400525,-528,-521,1101,4069,1442,5481,-341,-1412,2,52,-164,777,-162,829,-25,62
15980,,,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area,760822,764679,787976,3857,23297,1639,6677,2278,9861,-639,-3184,94,949,4504,25864,4598,26813,-102,-332
16020,,,"Cape Girardeau, MO-IL",Metropolitan Statistical Area,97517,97481,97699,-36,218,266,1043,329,1280,-63,-237,2,67,28,376,30,443,-3,12
16060,,,"Carbondale-Marion, IL",Metropolitan Statistical Area,133435,133297,132907,-138,-390,361,1292,391,1619,-30,-327,1,83,-106,-158,-105,-75,-3,12
16180,,,"Carson City, NV",Metropolitan Statistical Area,58639,58677,58993,38,316,168,515,244,853,-76,-338,0,14,117,640,117,654,-3,0
16220,,,"Casper, WY",Metropolitan Statistical Area,79955,80229,79555,274,-674,251,901,213,930,38,-29,1,5,235,-655,236,-650,0,5
16300,,,"Cedar Rapids, IA",Metropolitan Statistical Area,276520,276446,275435,-74,-1011,792,3051,691,2914,101,137,8,225,-179,-1387,-171,-1162,-4,14
16540,,,"Chambersburg-Waynesboro, PA",Metropolitan Statistical Area,155932,155874,156289,-58,415,423,1679,470,1932,-47,-253,0,87,-4,559,-4,646,-7,22
16580,,,"Champaign-Urbana, IL",Metropolitan Statistical Area,222538,222123,222696,-415,573,588,2317,500,1903,88,414,23,566,-537,-455,-514,111,11,48
16620,,,"Charleston, WV",Metropolitan Statistical Area,258859,257840,255020,-1019,-2820,606,2433,1066,4213,-460,-1780,4,104,-547,-1162,-543,-1058,-16,18
16700,,,"Charleston-North Charleston, SC",Metropolitan Statistical Area,799636,802961,813052,3325,10091,2308,9307,1781,8113,527,1194,45,666,2733,8216,2778,8882,20,15
16740,,,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area,2660329,2669665,2701046,9336,31381,7396,30082,5930,25345,1466,4737,203,2682,7561,23970,7764,26652,106,-8
16820,,,"Charlottesville, VA",Metropolitan Statistical Area,221524,221522,222688,-2,1166,530,2136,516,2083,14,53,7,275,-11,851,-4,1126,-12,-13
16860,,,"Chattanooga, TN-GA",Metropolitan Statistical Area,562647,563599,567641,952,4042,1560,6041,1741,7172,-181,-1131,-2,86,1145,5058,1143,5144,-10,29
16940,,,"Cheyenne, WY",Metropolitan Statistical Area,100512,100690,100863,178,173,322,1125,263,996,59,129,2,11,118,15,120,26,-1,18
16980,,,"Chicago-Naperville-Elgin, IL-IN-WI",Metropolitan Statistical Area,9618502,9601605,9509934,-16897,-91671,25664,100116,21923,88978,3741,11138,58,4284,-20902,-106897,-20844,-102613,206,-196
17020,,,"Chico, CA",Metropolitan Statistical Area,211632,210083,208309,-1549,-1774,504,2022,607,2383,-103,-361,2,14,-1451,-1453,-1449,-1439,3,26
17140,,,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area,2256884,2257667,2259935,783,2268,6567,25985,6062,25266,505,719,82,1509,198,-213,280,1296,-2,253
17300,,,"Clarksville, TN-KY",Metropolitan Statistical Area,320535,321607,328304,1072,6697,1331,5200,756,3050,575,2150,-12,-69,482,4665,470,4596,27,-49
17420,,,"Cleveland, TN",Metropolitan Statistical Area,126164,126310,127938,146,1628,330,1273,433,1662,-103,-389,0,34,251,1993,251,2027,-2,-10
17460,,,"Cleveland-Elyria, OH",Metropolitan Statistical Area,2088251,2085357,2075662,-2894,-9695,5264,20924,6549,25851,-1285,-4927,99,1177,-1619,-6089,-1520,-4912,-89,144
17660,,,"Coeur d'Alene, ID",Metropolitan Statistical Area,171362,172646,179789,1284,7143,487,1782,463,1815,24,-33,-1,-27,1261,7310,1260,7283,0,-107
17780,,,"College Station-Bryan, TX",Metropolitan Statistical Area,268248,268864,272041,616,3177,748,2918,443,1940,305,978,20,388,272,1760,292,2148,19,51
17820,,,"Colorado Springs, CO",Metropolitan Statistical Area,755105,756573,762793,1468,6220,2238,8997,1611,6143,627,2854,-33,-41,839,3290,806,3249,35,117
17860,,,"Columbia, MO",Metropolitan Statistical Area,210864,211127,213123,263,1996,564,2265,450,1713,114,552,6,263,135,1145,141,1408,8,36
17900,,,"Columbia, SC",Metropolitan Statistical Area,829470,830767,838250,1297,7483,2135,8961,2142,8824,-7,137,41,636,1256,6652,1297,7288,7,58
17980,,,"Columbus, GA-AL",Metropolitan Statistical Area,328883,329141,327536,258,-1605,1016,4145,812,3779,204,366,29,176,19,-2138,48,-1962,6,-9
18020,,,"Columbus, IN",Metropolitan Statistical Area,82208,82157,82475,-51,318,259,975,241,898,18,77,4,198,-73,32,-69,230,0,11
18140,,,"Columbus, OH",Metropolitan Statistical Area,2138926,2141042,2151017,2116,9975,6642,25733,5148,20766,1494,4967,187,2463,376,2487,563,4950,59,58
18580,,,"Corpus Christi, TX",Metropolitan Statistical Area,421933,421862,422778,-71,916,1200,5090,1095,4388,105,702,1,154,-185,-13,-184,141,8,73
18700,,,"Corvallis, OR",Metropolitan Statistical Area,95184,95167,96017,-17,850,180,634,172,707,8,-73,5,118,-29,798,-24,916,-1,7
18880,,,"Crestview-Fort Walton Beach-Destin, FL",Metropolitan Statistical Area,286973,287664,293324,691,5660,787,3432,854,3172,-67,260,4,81,753,5360,757,5441,1,-41
19060,,,"Cumberland, MD-WV",Metropolitan Statistical Area,95044,94824,94586,-220,-238,220,866,366,1491,-146,-625,0,14,-66,360,-66,374,-8,13
19100,,,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,7637387,7662325,7759615,24938,97290,22961,93937,13999,58593,8962,35344,595,8602,14821,54319,15416,62921,560,-975
19140,,,"Dalton, GA",Metropolitan Statistical Area,142837,142665,142799,-172,134,399,1639,398,1485,1,154,1,-19,-179,-34,-178,-53,5,33
19180,,,"Danville, IL",Metropolitan Statistical Area,74188,73883,73095,-305,-788,187,863,292,1093,-105,-230,0,12,-198,-571,-198,-559,-2,1
19300,,,"Daphne-Fairhope-Foley, AL",Metropolitan Statistical Area,231767,233140,239294,1373,6154,527,2260,661,2867,-134,-607,-1,63,1516,6780,1515,6843,-8,-82
19340,,,"Davenport-Moline-Rock Island, IA-IL",Metropolitan Statistical Area,384324,383526,381568,-798,-1958,1067,4134,1163,4515,-96,-381,0,213,-692,-1835,-692,-1622,-10,45
19430,,,"Dayton-Kettering, OH",Metropolitan Statistical Area,814049,813475,813516,-574,41,2187,8988,2695,10579,-508,-1591,23,629,-61,860,-38,1489,-28,143
19460,,,"Decatur, AL",Metropolitan Statistical Area,156494,156399,156758,-95,359,402,1740,578,2131,-176,-391,-1,8,86,725,85,733,-4,17
19500,,,"Decatur, IL",Metropolitan Statistical Area,103998,103647,102432,-351,-1215,285,1191,375,1430,-90,-239,0,26,-256,-1002,-256,-976,-5,0
19660,,,"Deltona-Daytona Beach-Ormond Beach, FL",Metropolitan Statistical Area,668921,670869,685344,1948,14475,1343,5446,2645,10147,-1302,-4701,14,328,3305,19086,3319,19414,-69,-238
19740,,,"Denver-Aurora-Lakewood, CO",Metropolitan Statistical Area,2963821,2969289,2972566,5468,3277,8054,32211,5732,23680,2322,8531,67,1059,2943,-6507,3010,-5448,136,194
19780,,,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,709466,710843,719146,1377,8303,2212,8677,1648,6508,564,2169,45,670,747,5426,792,6096,21,38
19820,,,"Detroit-Warren-Dearborn, MI",Metropolitan Statistical Area,4392041,4385748,4365205,-6293,-20543,11951,46383,12716,50849,-765,-4466,231,2159,-5719,-18841,-5488,-16682,-40,605
20020,,,"Dothan, AL",Metropolitan Statistical Area,151007,151032,151618,25,586,401,1719,518,2060,-117,-341,0,18,148,894,148,912,-6,15
20100,,,"Dover, DE",Metropolitan Statistical Area,181851,182256,184149,405,1893,446,2049,479,2119,-33,-70,5,95,436,1858,441,1953,-3,10
20220,,,"Dubuque, IA",Metropolitan Statistical Area,99266,99229,98718,-37,-511,256,1112,241,1100,15,12,2,71,-51,-601,-49,-530,-3,7
20260,,,"Duluth, MN-WI",Metropolitan Statistical Area,291638,291278,290780,-360,-498,688,2627,1010,3592,-322,-965,-1,51,-20,371,-21,422,-17,45
20500,,,"Durham-Chapel Hill, NC",Metropolitan Statistical Area,649903,651192,654012,1289,2820,1644,6661,1435,5968,209,693,49,881,1029,1214,1078,2095,2,32
20700,,,"East Stroudsburg, PA",Metropolitan Statistical Area,168327,168248,169273,-79,1025,345,1427,465,1945,-120,-518,-2,72,49,1473,47,1545,-6,-2
20740,,,"Eau Claire, WI",Metropolitan Statistical Area,172007,172097,173317,90,1220,436,1743,394,1710,42,33,1,50,50,1116,51,1166,-3,21
20940,,,"El Centro, CA",Metropolitan Statistical Area,179702,179489,179851,-213,362,562,2289,467,1567,95,722,12,-60,-330,-344,-318,-404,10,44
21060,,,"Elizabethtown-Fort Knox, KY",Metropolitan Statistical Area,155572,155570,156766,-2,1196,460,1760,473,1673,-13,87,0,9,11,1091,11,1100,0,9
21140,,,"Elkhart-Goshen, IN",Metropolitan Statistical Area,207047,206842,206921,-205,79,730,2927,552,1999,178,928,4,90,-393,-970,-389,-880,6,31
21300,,,"Elmira, NY",Metropolitan Statistical Area,84148,83882,83045,-266,-837,219,839,319,1193,-100,-354,0,11,-163,-502,-163,-491,-3,8
21340,,,"El Paso, TX",Metropolitan Statistical Area,868859,869289,871234,430,1945,2803,11026,1728,6798,1075,4228,-79,-118,-608,-2353,-687,-2471,42,188
21420,,,"Enid, OK",Metropolitan Statistical Area,62846,62629,61926,-217,-703,178,798,204,811,-26,-13,3,65,-194,-756,-191,-691,0,1
21500,,,"Erie, PA",Metropolitan Statistical Area,270876,270427,269011,-449,-1416,700,2641,851,3483,-151,-842,4,142,-292,-761,-288,-619,-10,45
21660,,,"Eugene-Springfield, OR",Metropolitan Statistical Area,382971,382940,383189,-31,249,737,3061,1105,4449,-368,-1388,-2,82,360,1501,358,1583,-21,54
21780,,,"Evansville, IN-KY",Metropolitan Statistical Area,314049,313930,313946,-119,16,805,3437,1063,4100,-258,-663,0,100,148,538,148,638,-9,41
21820,,,"Fairbanks, AK",Metropolitan Statistical Area,95655,95286,95593,-369,307,352,1276,137,641,215,635,3,16,-595,-352,-592,-336,8,8
22020,,,"Fargo, ND-MN",Metropolitan Statistical Area,249843,250219,252136,376,1917,874,3079,494,2009,380,1070,-7,174,-12,626,-19,800,15,47
22140,,,"Farmington, NM",Metropolitan Statistical Area,121661,121429,120993,-232,-436,373,1320,370,1440,3,-120,-4,21,-233,-360,-237,-339,2,23
22180,,,"Fayetteville, NC",Metropolitan Statistical Area,520378,520354,524588,-24,4234,1881,7592,1214,5039,667,2553,-3,249,-715,1344,-718,1593,27,88
22220,,,"Fayetteville-Springdale-Rogers, AR",Metropolitan Statistical Area,546725,549566,560709,2841,11143,1658,6693,1096,4655,562,2038,19,371,2222,8752,2241,9123,38,-18
22380,,,"Flagstaff, AZ",Metropolitan Statistical Area,145101,145116,145052,15,-64,347,1304,248,1182,99,122,-1,52,-87,-270,-88,-218,4,32
22420,,,"Flint, MI",Metropolitan Statistical Area,406211,405648,404208,-563,-1440,1071,4387,1477,5581,-406,-1194,-1,52,-145,-383,-146,-331,-11,85
22500,,,"Florence, SC",Metropolitan Statistical Area,199964,199638,199259,-326,-379,539,2274,761,2994,-222,-720,0,39,-99,269,-99,308,-5,33
22520,,,"Florence-Muscle Shoals, AL",Metropolitan Statistical Area,150791,150846,151517,55,671,387,1496,535,2284,-148,-788,0,33,212,1422,212,1455,-9,4
22540,,,"Fond du Lac, WI",Metropolitan Statistical Area,104154,104076,104362,-78,286,245,995,310,1146,-65,-151,2,32,-10,392,-8,424,-5,13
22660,,,"Fort Collins, CO",Metropolitan Statistical Area,359066,359686,362533,620,2847,731,2960,695,2759,36,201,2,94,581,2508,583,2602,1,44
22900,,,"Fort Smith, AR-OK",Metropolitan Statistical Area,244310,244223,245459,-87,1236,753,3031,789,3248,-36,-217,-1,44,-47,1376,-48,1420,-3,33
23060,,,"Fort Wayne, IN",Metropolitan Statistical Area,419601,420208,423038,607,2830,1351,5469,1107,4387,244,1082,8,248,350,1427,358,1675,5,73
23420,,,"Fresno, CA",Metropolitan Statistical Area,1008654,1008966,1013581,312,4615,3428,13817,2277,8865,1151,4952,-35,9,-856,-617,-891,-608,52,271
23460,,,"Gadsden, AL",Metropolitan Statistical Area,103436,103393,103162,-43,-231,287,1200,406,1751,-119,-551,1,26,81,277,82,303,-6,17
23540,,,"Gainesville, FL",Metropolitan Statistical Area,339247,339663,341756,416,2093,770,3170,785,3421,-15,-251,12,379,422,1918,434,2297,-3,47
23580,,,"Gainesville, GA",Metropolitan Statistical Area,203136,203589,207369,453,3780,614,2503,522,2022,92,481,2,83,356,3221,358,3304,3,-5
23900,,,"Gettysburg, PA",Metropolitan Statistical Area,103852,103795,104127,-57,332,213,850,300,1213,-87,-363,0,8,38,680,38,688,-8,7
24020,,,"Glens Falls, NY",Metropolitan Statistical Area,127039,126781,126574,-258,-207,280,1001,419,1641,-139,-640,0,13,-109,406,-109,419,-10,14
24140,,,"Goldsboro, NC",Metropolitan Statistical Area,117333,117226,116835,-107,-391,353,1540,425,1657,-72,-117,8,81,-42,-373,-34,-292,-1,18
24220,,,"Grand Forks, ND-MN",Metropolitan Statistical Area,104362,104113,103462,-249,-651,313,1220,272,983,41,237,-4,50,-288,-944,-292,-894,2,6
24260,,,"Grand Island, NE",Metropolitan Statistical Area,77038,76885,76175,-153,-710,252,961,199,810,53,151,0,93,-208,-947,-208,-854,2,-7
24300,,,"Grand Junction, CO",Metropolitan Statistical Area,155703,155939,157335,236,1396,382,1529,421,1877,-39,-348,-1,4,282,1734,281,1738,-6,6
24340,,,"Grand Rapids-Kentwood, MI",Metropolitan Statistical Area,1087592,1088203,1091620,611,3417,3240,12211,2561,9773,679,2438,31,510,-111,310,-80,820,12,159
24420,,,"Grants Pass, OR",Metropolitan Statistical Area,88090,88105,88346,15,241,195,748,388,1443,-193,-695,0,4,220,936,220,940,-12,-4
24500,,,"Great Falls, MT",Metropolitan Statistical Area,84414,84328,84511,-86,183,255,961,271,1024,-16,-63,5,25,-72,208,-67,233,-3,13
24540,,,"Greeley, CO",Metropolitan Statistical Area,328981,331358,340036,2377,8678,1134,4333,558,2340,576,1993,-2,99,1775,6631,1773,6730,28,-45
24580,,,"Green Bay, WI",Metropolitan Statistical Area,328268,328323,329490,55,1167,865,3517,793,3131,72,386,3,62,-20,653,-17,715,0,66
24660,,,"Greensboro-High Point, NC",Metropolitan Statistical Area,776566,776761,778848,195,2087,2003,8157,2414,8962,-411,-805,30,586,586,2180,616,2766,-10,126
24780,,,"Greenville, NC",Metropolitan Statistical Area,170243,170570,172169,327,1599,490,1931,414,1780,76,151,0,33,246,1397,246,1430,5,18
24860,,,"Greenville-Anderson, SC",Metropolitan Statistical Area,928195,930165,940774,1970,10609,2519,10007,2749,10668,-230,-661,58,961,2143,10277,2201,11238,-1,32
25060,,,"Gulfport-Biloxi, MS",Metropolitan Statistical Area,416259,416312,418082,53,1770,1117,4755,1364,5205,-247,-450,13,123,292,2034,305,2157,-5,63
25180,,,"Hagerstown-Martinsburg, MD-WV",Metropolitan Statistical Area,293844,294277,298227,433,3950,797,3105,929,3490,-132,-385,3,87,563,4265,566,4352,-1,-17
25220,,,"Hammond, LA",Metropolitan Statistical Area,133157,133549,135217,392,1668,396,1863,369,1617,27,246,0,27,361,1386,361,1413,4,9
25260,,,"Hanford-Corcoran, CA",Metropolitan Statistical Area,152486,152627,153443,141,816,542,2176,262,1083,280,1093,-3,-71,-147,-245,-150,-316,11,39
25420,,,"Harrisburg-Carlisle, PA",Metropolitan Statistical Area,591712,592361,596305,649,3944,1572,6109,1572,6540,0,-431,5,390,662,3940,667,4330,-18,45
25500,,,"Harrisonburg, VA",Metropolitan Statistical Area,135571,135433,135824,-138,391,336,1414,297,1271,39,143,4,253,-181,-6,-177,247,0,1
25540,,,"Hartford-East Hartford-Middletown, CT",Metropolitan Statistical Area,1213531,1211505,1211906,-2026,401,2779,10895,3290,12980,-511,-2085,113,1457,-1610,832,-1497,2289,-18,197
25620,,,"Hattiesburg, MS",Metropolitan Statistical Area,172231,172287,173078,56,791,495,2079,448,1886,47,193,1,46,4,537,5,583,4,15
25860,,,"Hickory-Lenoir-Morganton, NC",Metropolitan Statistical Area,365276,365235,366441,-41,1206,865,3453,1287,4944,-422,-1491,2,78,400,2590,402,2668,-21,29
25940,,,"Hilton Head Island-Bluffton, SC",Metropolitan Statistical Area,215908,216764,222072,856,5308,524,2146,584,2540,-60,-394,18,133,924,5624,942,5757,-26,-55
25980,,,"Hinesville, GA",Metropolitan Statistical Area,81424,81507,82863,83,1356,394,1690,167,564,227,1126,5,-25,-154,262,-149,237,5,-7
26140,,,"Homosassa Springs, FL",Metropolitan Statistical Area,153843,154403,158083,560,3680,260,1038,873,3242,-613,-2204,1,8,1207,5969,1208,5977,-35,-93
26300,,,"Hot Springs, AR",Metropolitan Statistical Area,100180,100162,100330,-18,168,252,1030,437,1657,-185,-627,0,29,178,762,178,791,-11,4
26380,,,"Houma-Thibodaux, LA",Metropolitan Statistical Area,207137,206814,206212,-323,-602,582,2391,584,2435,-2,-44,-1,75,-322,-672,-323,-597,2,39
26420,,,"Houston-The Woodlands-Sugar Land, TX",Metropolitan Statistical Area,7122240,7137747,7206841,15507,69094,21982,90385,12428,52856,9554,37529,502,12495,4974,19426,5476,31921,477,-356
26580,,,"Huntington-Ashland, WV-KY-OH",Metropolitan Statistical Area,359862,359100,356581,-762,-2519,875,3611,1393,5428,-518,-1817,4,50,-226,-801,-222,-751,-22,49
26620,,,"Huntsville, AL",Metropolitan Statistical Area,491723,494018,502728,2295,8710,1256,5109,1292,5179,-36,-70,1,109,2312,8723,2313,8832,18,-52
26820,,,"Idaho Falls, ID",Metropolitan Statistical Area,157429,158258,162786,829,4528,567,2243,348,1322,219,921,0,40,604,3604,604,3644,6,-37
26900,,,"Indianapolis-Carmel-Anderson, IN",Metropolitan Statistical Area,2111040,2113700,2126804,2660,13104,6146,25108,5183,20801,963,4307,158,2122,1482,6732,1640,8854,57,-57
26980,,,"Iowa City, IA",Metropolitan Statistical Area,175419,175495,177239,76,1744,499,1942,291,1239,208,703,23,588,-163,419,-140,1007,8,34
27060,,,"Ithaca, NY",Metropolitan Statistical Area,105740,105404,105162,-336,-242,191,661,194,825,-3,-164,0,158,-337,-256,-337,-98,4,20
27100,,,"Jackson, MI",Metropolitan Statistical Area,160366,160200,160050,-166,-150,437,1575,477,2025,-40,-450,0,15,-121,254,-121,269,-5,31
